店名,業種,サービス,郵便番号,住所,電話番号
スギ薬局日進店,ドラッグストア,"さいコイン,出産・子育て",3310823,さいたま市北区日進町二丁目１９１６番地８ヨークマート日進店２階,0486691355
IT Treasure,パソコン・OA機器販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3310823,さいたま市北区日進町３丁目４９３ー２,09014383522
Fairy Ann Kennel,ペット用品,"さいコイン,たまポン,限定たまポン",3310812,さいたま市北区 宮原町２ー９３ー５,0486632200
ペピカファミリー大宮宮原,ペット用品,さいコイン,3310812,さいたま市北区 宮原町１丁目８５４番１号ステラタウン,0486626410
美楽温泉SPA HERBS,レジャー施設,"さいコイン,出産・子育て",3310813,さいたま市北区 植竹町1丁目816番地8号,0486696626
モーリーファンタジー大宮店,レジャー施設,"さいコイン,出産・子育て",3310825,さいたま市北区櫛引町2-574-1イオン大宮店3階,07031004289
キッズーナ大宮店,レジャー施設,"さいコイン,出産・子育て",3310825,さいたま市北区櫛引町2-574-1イオン大宮店3階,07031004289
コスメハウスmei美,化粧品販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3310812,さいたま市北区宮原町３ー３２１,0486645225
Ding   Ding,家具・インテリア,"さいコイン,たまポン,出産・子育て,限定たまポン",3310814,さいたま市北区 東大成町２丁目７４番地１号,0486520962
まいどDIY,家電販売店,"さいコイン,たまポン,出産・子育て,限定たまポン",3310804,さいたま市北区 土呂町２丁目9ー１８,05031468346
S-LINKヌマノ,家電販売店,"さいコイン,たまポン,出産・子育て,限定たまポン",3310812,さいたま市北区 宮原町４丁目１１番地１１,0486645143
S-LINKハヤシ,家電販売店,"さいコイン,たまポン,出産・子育て,限定たまポン",3310812,さいたま市北区 宮原町3丁目293番地,0486645609
ノジマ大宮ステラタウン店,家電販売店,"さいコイン,出産・子育て",3310812,さいたま市北区 宮原町１丁目８５４番地１号,0486618366
コジマ×ビックカメラニトリホームズ宮原店,家電販売店,"さいコイン,出産・子育て",3310813,さいたま市北区植竹町1ー820ー5ニトリホームズ宮原2階,0486625252
パナハートミズイ,家電販売店,"さいコイン,たまポン,出産・子育て,限定たまポン",3310815,さいたま市北区 大成町４丁目２３１番地２４,0486666928
マツヤデンキ日進店,家電販売店,"さいコイン,たまポン,出産・子育て,限定たまポン",3310823,さいたま市北区日進町２丁目1125ー13,0486634455
ケーズデンキ大宮櫛引店,家電販売店,"さいコイン,出産・子育て",3310825,さいたま市北区櫛引町２ー７３８,0487829350
パリミキ大宮北店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3310811,さいたま市北区 吉野町１丁目４番５号,0486529981
アイメガネ本店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3310812,さいたま市北区 宮原町1丁目505番地1号,0486680001
横田眼鏡店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3310814,さいたま市北区東大成町２ー８１,0486633253
juice,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3310804,さいたま市北区 土呂町１丁目１７番地１号,0487086135
目利きの銀次宮原東口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3310812,さいたま市北区宮原町３ー３２３前島商店宮原ビル 2階,0486529688
CASA de SOLERA,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3310812,さいたま市北区 宮原町３丁目２９９番地土屋ビル1階,0486683226
さかなや   日の出丸,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3310812,さいたま市北区宮原町３ー３３８ー２,0486692555
一番鶏   宮原店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3310812,さいたま市北区宮原町３ー５２７ー１,0486517582
こんぺいとう宮原店,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3310812,さいたま市北区 宮原町３丁目５１２,0486271147
りくぜん宮原店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3310812,さいたま市北区 宮原町3丁目400番地2号神山ビル1階,0486681959
さいたま市見沼グリーンセンター,行政機関,"さいコイン,たまポン,出産・子育て,限定たまポン",3310803,さいたま市北区見沼２ー９４,0486645915
さいたま市大宮盆栽美術館,行政機関,"さいコイン,たまポン,出産・子育て,限定たまポン",3310804,さいたま市北区土呂町２－２４－３,0487802091
さいたま市大砂土保育園,行政機関,"さいコイン,出産・子育て",3310804,さいたま市北区土呂町１－５１－８,0486637233
さいたま市水道局   北部水道営業所,行政機関,"さいコイン,出産・子育て",3310805,さいたま市北区盆栽町２００ー１,0487149904
さいたま市吉野原自転車保管所,行政機関,"さいコイン,出産・子育て",3310811,さいたま市北区吉野町１ー４０４ー１３,0486528812
さいたま市宮原コミュニティセンター,行政機関,"さいコイン,出産・子育て",3310811,さいたま市北区吉野町２－１９５－１,0486538558
さいたま市宮原支所,行政機関,"さいコイン,出産・子育て",3310812,さいたま市北区宮原町３－８２４－２,0486645931
さいたま市プラザノース,行政機関,"さいコイン,出産・子育て",3310812,さいたま市北区宮原町１－８５２－１,0486539255
さいたま市水道局   給水装置課,行政機関,"さいコイン,出産・子育て",3310814,さいたま市北区東大成町２ー４４５ー１,0487882644
さいたま市日進・指扇周辺まちづくり事務所,行政機関,"さいコイン,出産・子育て",3310823,さいたま市北区日進町２ー１８６４ー１０,0488717850
さいたま市産業振興会館,行政機関,"さいコイン,出産・子育て",3310823,さいたま市北区日進町２ー１９１５ー４,0486526811
さいたま市日進支所,行政機関,"さいコイン,出産・子育て",3310823,さいたま市北区櫛引町２ー５７４－１イオン大宮店２階,0486636938
さいたま市日進公園コミュニティセンター,行政機関,"さいコイン,出産・子育て",3310823,さいたま市北区日進町１－３１２－２,0486644078
さいたま市北区役所区民課,行政機関,"さいコイン,出産・子育て",3318586,さいたま市北区宮原町１－８５２－１,0486696034
さいたま市北区役所くらし応援室,行政機関,"さいコイン,出産・子育て",3318586,さいたま市北区宮原町１－８５２－1,0486696027
さいたま市北区役所保険年金課,行政機関,"さいコイン,出産・子育て",3318586,さいたま市北区宮原町１－８５２－1,0486696073
さいたま市北区役所情報公開コーナー,行政機関,"さいコイン,出産・子育て",3318586,さいたま市北区宮原町１－８５２－1,0486696027
さいたま市北区役所市税の窓口,行政機関,"さいコイン,出産・子育て",3378586,さいたま市北区宮原町１－８５２－１,0486463102
イーエックスデンタルクリニック,歯科医院,"さいコイン,たまポン,出産・子育て,限定たまポン",3310812,さいたま市北区 宮原町1丁目132番地1号ステラロサビル101,0486518469
セルフ大宮本郷,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3310802,さいたま市北区本郷町２８８,0486620551
セオサイクル   宮原本郷店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3310802,さいたま市北区本郷町954,0487294023
サイクルスポットステラタウン大宮店,自動車バイク自転車販売・整備,"さいコイン,出産・子育て",3310812,さいたま市北区 宮原町１ー８５４ー１ステラタウン公園棟１階,0486628555
イエローハット大宮宮原店,自動車バイク自転車販売・整備,"さいコイン,出産・子育て",3310812,さいたま市北区宮原町１ー８５３ー１,0486691311
サイクルベースあさひ大宮宮原店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3310812,さいたま市北区宮原町２ー４４ー１,0486615090
マイネッツさいたま北,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3310814,さいたま市北区 東大成町２ー２６９ー１,0486521311
サイクルステーション大宮店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3310815,さいたま市北区 大成町４－１７７－１サイクルステーション大宮店,0486623180
有限会社エム・アイ・サポート埼玉,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3310821,さいたま市北区別所町６１ー６,0486620344
サイクルライフニシキ,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3310825,さいたま市北区 櫛引町２丁目１８４番地,0486658382
宮原写真館,写真館,"さいコイン,たまポン,出産・子育て,限定たまポン",3310812,さいたま市北区 宮原町2丁目16番地18,09031345414
グランヴァン 松澤屋,酒類販売,"さいコイン,たまポン,限定たまポン",3310802,さいたま市北区 本郷町591‐1,0486661111
酒の柳蔵,酒類販売,"さいコイン,たまポン,限定たまポン",3310804,さいたま市北区土呂町１ー２２ー３,0486637135
伊勢源酒店,酒類販売,"さいコイン,たまポン,限定たまポン",3310813,さいたま市北区 植竹町1丁目587番地,0486634363
