名称,主たる事業,区分,設備おむつ交換,設備授乳,設備その他,設備内容,箇所数,設置場所,特徴,郵便番号,市区町村,住所,電話番号,FAX,メール,営業時間,定休日,URL,PR（赤ちゃんの駅）
所沢市民武道館,公共施設,公共施設,○,○,×,,1,【おむつ替え+授乳】医務室内(搾乳できます),医務室内に授乳スペースとオムツ替え台があります,359-0002,所沢市,所沢市中富1614-2,04-2943-2295,04-2943-2298,,8:30～21:00,第3月曜日及び年末年始(12/29～1/3)※第3月曜日が祝日の場合はその翌日,https://tokorozawa-budokan.com/,所沢市民武道館は体育、スポーツ、レクリエーションの振興の拠点として設立された所沢市の公共施設です。各種武道の大会・稽古場として利用いただいたり、ヨガやピラティスなどのスポーツ教室も開催しております。子供連れで参加できる教室も開催しております。
川越市元町休憩所,休憩所,その他,○,○,×,,2,【おむつ替え】多目的トイレ内　【授乳】多目的室内(搾乳できます),休憩所の中に多目的トイレ(ベビーシート)、多目的室(授乳できるスペース)があります。,350-0062,川越市,川越市元町2-3-9,049-224-5940,049-224-8712,,9:30～17:00,無し,http://www.city.kawagoe.saitama.jp/,
戸崎公園,公園,公園,○,×,×,,1,【おむつ交換】戸崎公園管理事務所内、誰でもトイレ,誰でもトイレにおむつ交換台が1台あります。,362-0053,上尾市,上尾市大字戸崎662番地,048-783-0577,048-726-0380,ageotosaki@shinko-sports.com,【パークゴルフ場部分】 6～8月)8:00～18:00　11～2月)9:00～16:00　3～5月・9月10月)9:00～17:00　【その他の公園施設】年中無休(駐車場:パークゴルフ場開場時間の前後30分),毎週月曜日、年末年始休暇(12/29～1/3),,"青々とした芝生が綺麗なパークゴルフ場は、全長800mの比較的平坦なコースで、健康増進を通じて子どもから高齢者まで誰もが気軽に楽しむことができます。また、用具の貸出は無料です。
子ども広場には複合遊具や健康遊具などがあり、ビオトープではザリガニ釣りなども楽しめます。公園内の周回園路は約600mあり、ウォーキングやジョギングで汗を流すこともできます。
家族みんなに長年親しまれる憩いの場として、ぜひご利用ください。
子ども広場には複合遊具や健康遊具などがあり、ビオトープではザリガニ釣りなども楽しめます。公園内の周回園路は約600mあり、ウォーキングやジョギングで汗を流すこともできます。
家族みんなに長年親しまれる憩いの場として、ぜひご利用ください。
"
トクラスショールーム大宮,住宅設備機器(キッチン・バス・洗面化粧台)ショールーム,住宅,○,×,×,,1,【おむつ替え】女子トイレ,,330-0854,さいたま市大宮区,さいたま市大宮区桜木町1-188-1　エルフロール1F,048-642-1200,048-643-4018,saitama_egy@toclas.co.jp,10:00～17:00,水曜日,http://www.toclas.co.jp/showroom/saitama/index.html,"2013年にヤマハリビングテックから社名変更をしたキッチン・バスルーム・洗面化粧台のメーカーです。丁寧なヒアリングとプラン提案力で、一人ひとりにフィットする水まわり空間づくりをサポートいたします。
体験・実演型ショールームで、本当の使い心地をご体感下さい。"
幸手総合公園,公園,公共施設,○,×,×,,1,【おむつ替え】多目的トイレ内,幸手総合公園内さくらふれあい広場トイレ,340-0123,幸手市,幸手市木立1779-1,0480-48-0220,0480-48-5178,satte@shinko-sports.com,8:30～21:00,毎週火曜日,https://satte-park.com/,公園利用時にご活用ください。
ヤオコー川越今福店,食品スーパー,買物,○,×,×,,2,【おむつ交換】女子トイレ、多目的トイレ,,350-1151,川越市,川越市大字今福1444番地,049-220-3011,049-245-3322,,9:00～22:00,年中無休,http://www.yaoko-net.com/,
草加市役所(第2庁舎),市役所,公共施設,○,○,○,お湯の提供,1,【おむつ交換+授乳】授乳室(第2庁舎1階自動販売機横),授乳室にベビーベッド・おむつ交換台があります。お湯をご希望の際は職員にお声掛けください。,340-0016,草加市,草加市中央1-1-8,048-922-0151,048-922-3274,sienka@city.soka.saitama.jp,8:30～17:15,土・日・祝日、12月29日～1月3日,http://www.city.soka.saitama.jp,
医療法人社団秀栄会　所沢第一病院,病院,その他,○,×,×,,1,【おむつ替え】新館1階　男女兼用トイレ,男女兼用お手洗いにオムツ交換台が1台あります。,359-0024,所沢市,所沢市下安松1559-1,04-2944-5800,04-2945-1451,tokoichi@tdm.or.jp,11:00～20:00,無,https://tokoichi.tdm.or.jp/,小さなお子様を連れて安心して受信できます。
ヤオコー東松山シルピア店,食品スーパー,買物,○,×,×,,2,【おむつ交換】女子トイレ・多目的トイレ,,355-0017,東松山市,東松山市松葉町4丁目3番18号,0493-27-6811,0493-22-7707,,9:00～21:30,年中無休,http://www.yaoko-net.com/,
Greenfinger Cafe　(有)清水工業,造園業・防水業・飲食業,飲食,○,○,×,,1,【おむつ交換+授乳】事務所内,授乳用のお湯の提供あり,350-2225,鶴ヶ島市,鶴ヶ島市上新田4-1,049-279-1128,049-279-1187,info@greenfinger.jp,11:00～17:00,月・火・水　不定休あり,https://www.greenfinger.jp,エディブルフラワー(食べられるお花)を使ったお食事も楽しめるカフェです。お子様とお庭を満喫できます。
さいたま市立大戸公民館,公民館,公共施設,○,×,○,水・お湯,2,【おむつ交換】1階多目的トイレ、2階女子トイレ,1階多目的トイレ、2階女子トイレにおむつ交換台あり。,338-0012,さいたま市中央区,さいたま市中央区大戸3‐14‐21,048-832-5495,048-824-3308,oto-pub@city.saitama.lg.jp,9:00～21:30,年末年始(12月29日～1月3日)他休館日あり。,http://www.city.saitama.jp/chuo/001/001/005/002/p033950.html,大戸氷川神社の敷地内にある公民館です。神社にお立ち寄りの方、お近くを通られた方など、お気軽にご利用ください。
浦和美園4丁目公園,公園,公共施設,○,×,○,ベビーチェア,1,【おむつ交換】多目的トイレ,多目的トイレにおむつ交換台、ベビーチェアあり。,336-0967,さいたま市緑区,さいたま市緑区美園4-4,048-878-3656,048-878-4310,sagiyama-park@sgp.or.jp,常時開放,なし,http://www.sgp.or.jp/,地域に根付いた笑顔とふれあいの公園。
別所あじさい公園,公園,公共施設,○,×,○,ベビーチェア,1,【おむつ交換】多目的トイレ,多目的トイレにおむつ交換台、ベビーチェアあり。,336-0021,さいたま市南区,さいたま市南区別所5丁目地内,048-711-2290,048-836-5200,besshonuma@spg.or.jp,常時開放,なし,http://www.sgp.or.jp/,地域に根付いた笑顔とふれあいの公園。
大門上中央公園,公園,公共施設,○,×,○,ベビーチェア,1,【おむつ交換】多目的トイレ,多目的トイレにおむつ交換台、ベビーチェアあり。,336-0963,さいたま市緑区,さいたま市緑区大字大門地内,048-878-3656,048-878-4310,sagiyama-park@sgp.or.jp,常時開放,なし,http://www.sgp.or.jp/,地域に根付いた笑顔とふれあいの公園。
上落合北公園,公園,公共施設,○,×,○,ベビーチェア,1,【おむつ交換】多目的トイレ,多目的トイレにおむつ交換台、ベビーチェアあり。,338-0001,さいたま市中央区,さいたま市中央区上落合7-9,048-711-2290,048-836-5200,besshonuma@spg.or.jp,常時開放,なし,http://www.sgp.or.jp/,地域に根付いた笑顔とふれあいの公園。
さいたま新都心公園,公園,公共施設,○,×,○,ベビーチェア,1,【おむつ交換】多目的トイレ,多目的トイレにおむつ交換台、トイレ(多目的・女子・男子)にベビーチェアあり。,330-0835,さいたま市大宮区,さいたま市大宮区北袋町1-190-24,048-729-5675,048-729-5675,shintoshin-park@city.saitama.lg.jp,8:30～21:15,年末年始,http://www.sgp.or.jp/,地域に根付いた笑顔とふれあいの公園。
見沼消防署,消防署,公共施設,○,×,○,ベビーチェア,1,【おむつ交換】1階　みんなのトイレ,『みんなのトイレ』内に折りたたみおむつ交換台、ベビーチェアを設置。,337-0024,さいたま市見沼区,さいたま市見沼区大字片柳1087-1,048-681-0119,048-681-0120,minumashobo-kanri-shido@city.saitama.lg.jp,8:30～17:15,なし,https://www.city.saitama.jp/minuma/005/003/p008216.html,令和元年に新設移転した消防署です。
天然酵母パンの店　和麦,パン製造販売,飲食,×,○,○,ミルク用のお湯の提供あり,1,【授乳】店舗内(飲食スペースを区切る),ミルク用のお湯の提供あり,350-2201,鶴ヶ島市,鶴ヶ島市富士見2-33-23,049-279-0017,049-279-0017,meironchako@yahoo.co.jp,10時30分～18時30分,月・火曜日,,ホシノ天然酵母で国産小麦を使って作る手作りパン
株式会社HINATA,建築・リフォーム,住宅,○,×,○,キッズスペース・ミルク用お湯の提供・バウンサー,3,【おむつ交換】お手洗い内ベビーベッド,"4畳半のキッズスペース有。赤ちゃん用のバウンサーもあります。
接客スペースにはウォータースタンドを設置。ミルク用のお湯、パパ・ママのドリンクとしてご利用いただけます。",367-0212,本庄市,本庄市児玉町児玉2497-1,0495-71-5733,0495-71-5766,info@hd-hinata.com,10:00～18:00,水曜日,http://www.hd-hinata.com,"3児のママが社長の会社です。
建築・リフォームのご相談以外でも、パパ・ママのひと休みの場としてもご利用下さい。"
株式会社アキュラホーム　埼玉北支店　モラージュ菖蒲展示場,住宅建築・販売,住宅,○,○,×,,2,"【おむつ交換】2F和室前
【授乳】2F和室",おむつ交換、授乳ができます。,346-0106,久喜市,久喜市菖蒲町6005-1,0480-87-0080,0480-85-8100,,10:00～17:00,水曜日,http://www.aqura-saikita.jp/,大きな吹き抜けのある大空間、ラグジュアリーなホテルライクを実現したモデルハウスです。
針ヶ谷保育園　子育て支援センター,保育,その他,○,○,×,,3,"【おむつ替え】保育園1F・2Fトイレ内
【授乳】子育て支援センター子育て相談室内",子育て支援センター内に授乳設備、保育所内トイレ(1F・2F)におむつ交換台,354-0017,富士見市,富士見市針ヶ谷1-16-5,049-275-0077,049-275-0078,,保育園7:00～19:00(土曜7:30～18:30)、子育て支援センター9:30～15:00,保育園:日曜日、子育て支援センター:土曜日、日曜日,,子育て支援センターは、地元地域の子育て世帯を応援します。いつでも気軽にご利用、相談してください。
島忠　大宮本店,小売業,買物,○,×,×,,1,【おむつ替え】3F女子トイレ,,331-0052,さいたま市西区,さいたま市西区三橋5-1555,048-623-3344,048-625-0663,,10:00～20:00,無,http://www.shimachu.co.jp/,子育て世代のお客様も楽しめるイベントや企画でお待ちしております。
埼玉日産　ふじみ野店,自動車販売・修理,自動車,○,×,×,,1,【おむつ替え】多目的トイレ内,赤ちゃんにやさしいお店です。気軽に設備をご利用いただけます。,356-0055,ふじみ野市,ふじみ野市旭1-17-15,049-262-2301,049-262-7575,,9時30分～19時00分,火曜日(火曜日が祝日の場合は水曜日),http://www.saitama-nissan.co.jp/,私達は、お客様がいつでも気楽に「赤ちゃんの駅」がご利用できるよう努力しております。また、キッズコーナーも設置しております。
一般社団法人埼玉県保育事業団　けやき保育園,保育園,教育・習い事,○,○,×,,1,【おむつ替え+授乳】保健室,園内で利用できる為、安心できる,333-0802,川口市,川口市戸塚東2-2-24,048-430-7002,048-430-7003,info@keyakihoikuen.biz,10:00～18:00,日曜、祝日,http://keyakihoikuen.com/,"親目線×働く人目線で創り上げた保育園♪当園を率いるのは共同代表の3名。
3名共に子どもがいる“お父さん・お母さん”です。それぞれに飲食・美容・介護の業界でも活躍しており
保育事業への参入は今回が初めてとなります。「自分の子どもを預けたいと思える保育園をつくりたい」
という想いが、けやき保育園を開園するに至ったきっかけの1つ!そのため、子育てをする親の目線や意見が強く反映された園になっています。今後は、地域のお子さんやスタッフのお子さんのみならず
地域の企業とも連携を取り、そこで働くスタッフのお子さんを一斉にお預かりできるような取り組みも視野に入れています!"
福島ハウジング株式会社　展示場,建築・リフォーム・不動産,住宅,○,○,×,,1,【おむつ交換+授乳】授乳室,,369-1246,深谷市,深谷市小前田337,048-598-6273,048-598-6274,,10:00～17:00,水曜日、第1・3火曜日,http://fukushima-h.com/,
白梅第二保育園地域子育て支援センター　あすなろ,子育て支援事業,その他,○,○,×,,1,【おむつ交換+授乳】支援センター内,,352-0011,新座市,新座市野火止7-3-29,048-423-5025,,,9:00～12:00、13:00～16:00,土日祝日、年末,,
新座どろんこ保育園地域子育て支援カフェ　ちきんえっぐ,子育て支援事業,その他,○,○,×,,1,【おむつ交換+授乳】支援センター内,,352-0012,新座市,新座市畑中2-17-34,048-480-3133,,,9:00～16:30,土日祝日、年末,,
新座第一保育園,保育所,公共施設,○,○,×,,2,"【おむつ交換】多目的トイレ
【授乳】職員更衣室(搾乳できます)",,352-0002,新座市,新座市東2-4-3,048-478-4928,,,赤ちゃんの駅利用可能時間　8:30～17:15,日曜日・祝祭日・年末,,
新座第二保育園,保育所,公共施設,○,○,×,,2,"【おむつ交換】多目的トイレ
【授乳】あおむしルーム(搾乳できます)",,352-0035,新座市,新座市栗原3-7-40,042-422-3803,,,赤ちゃんの駅利用可能時間　8:30～17:15,日曜日・祝祭日・年末,,
北野保育園,保育所,公共施設,○,○,×,,2,"【おむつ交換】多目的トイレ
【授乳】相談室",,352-0003,新座市,新座市北野2-9-15,048-477-0039,,,赤ちゃんの駅利用可能時間　8:30～17:15,日曜日・祝祭日・年末,,
新座保育園,保育所,公共施設,○,○,×,,2,"【おむつ交換】多目的トイレ
【授乳】相談室",,352-0006,新座市,新座市新座2-14-60,048-477-4627,,,赤ちゃんの駅利用可能時間　8:30～17:15,日曜日・祝祭日・年末,,
所沢航空記念公園,サービス業,公園,○,○,○,湯沸かし器、電子レンジ,1,【おむつ替え+授乳】管理事務所1F授乳室,授乳室には授乳用個室2部屋、おむつ交換台1台、その他に湯沸かし器と電子レンジが設置されています。,359-0042,所沢市,所沢市並木1-13,04-2998-4388,04-2995-4278,tokorozawa@parks.or.jp,8:30～17:15,年末年始,http://tokorozawa-kokuu.com/,"わが国最初の公式飛行場、その跡地に造られた所沢航空記念公園。
園内には運動場、テニスコートなど運動施設のほか、野外ステージ、茶屋、日本庭園などがあり、年間を通じて多くの催物が開催されるなど、県西部のスポーツ・文化の交流拠点となっています。"
ほんちょう児童館,児童館,教育・習い事,○,○,○,ミルク用お湯,3,"【おむつ替え】1階・2階多目的トイレ、2階授乳室
【授乳】2階授乳室",1階事務室に、ミルク用のお湯を用意しています。,351-0011,朝霞市,朝霞市本町2-3-22,048-487-8582,048-487-8583,honchou_jidoukan@asaka-shakyo.or.jp,9時30分～20時,木曜日、祝日(子どもの日を除く)、5月7日、年末年始,https://www.city.asaka.lg.jp/soshiki/22/honchoujidoukan.html,令和元年10月にオープンしました。17時30分から20時までは中高生世代の時間とし、ダンスや音楽活動ができる多目的スタジオや、学習・談話スペースがあり、中高生世代に向けた設備が充実しています。
白岡市生涯学習センター〔こもれびの森〕,生涯学習施設,公共施設,○,○,×,,4,"【おむつ交換】1階:子供トイレ・多目的トイレ　2階:多目的トイレ
【授乳】1階授乳室",1階児童書コーナーに授乳室、子供専用トイレがあります。,349-0296,白岡市,白岡市千駄野432番地,0480-92-1111,0480-91-3626,manabi@city.shiraoka.lg.jp,■図書館・資料館機能・・・平日・土曜日:9:00～19:00　日曜・祝日:9:00～17:00　■生涯学習機能・・・平日・土曜日:9:00～21:00　日曜・祝日:9:00～17:00,・毎週月曜日(祝日の場合は、その直後の祝日ではない日)　・年末年始(12月29日～1月3日),http://www.city.shiraoka.lg.jp/komorebi/,"すべての人たちが生涯を通じて楽しく学び、憩い、交流することができる生涯学習・地域コミュニティ・文化創造の拠点。
白岡市生涯学習センター〔こもれびの森〕は、情報収集の拠点である図書館機能に歴史・伝統文化継承の拠点である資料館機能及び生涯学習・地域コミュニティの拠点である生涯学習機能が融合した複合施設です。"
ヘイワールド,ショッピングモール,買物,○,○,×,,3,"【おむつ替え】多目的トイレ1台、授乳室1台
【授乳室】1Fフードコート奥",多目的トイレにおむつ交換台1台、授乳室におむつ交換台1台,364-0001,北本市,北本市深井6-87,048-540-6770,048-540-6771,info@heyword.co.jp,9:00～22:00,年中無休,http://www.heyworld.co.jp/,"駐車場は広々1,000台。安心して駐車が出来ます。
HEYWORD!!は車の運転に自身がない方も安心して駐車ができます。障がい者の方にも優しい施設を目指しています。
大型車両もお入りいただけます。観光バスの乗り降りやマイクロバスも歓迎。"
DCM上尾店,小売業,買物,○,○,×,,1,【おむつ替え+授乳】1階授乳室,授乳室内に「流し台」や「汚物入れ」もあります。,362-0046,上尾市,上尾市大字壱丁目字上原397,048-783-8211,048-783-8220,,9:30～21:00※12/31?9:30～18:00、1/2・1/3?10:00～18:00,44562,http://www.homac.co.jp/,住まいや暮らしを支えるホームセンターのお店です。安心してご利用いただけますので、お気軽にご利用下さい。
DCMさいたま蓮沼店,小売業,買物,○,○,×,,1,【おむつ替え+授乳】1階授乳室,授乳室内に「流し台」や「汚物入れ」もあります。,337-0015,さいたま市見沼区,さいたま市見沼区大字蓮沼1406番地1,048-680-2288,048-680-2291,,9:30～21:00※12/31?9:30～18:00、1/2・1/3?10:00～18:00,44562,http://www.homac.co.jp/,住まいや暮らしを支えるホームセンターのお店です。安心してご利用いただけますので、お気軽にご利用下さい。
社会福祉法人秀和会　富士見れんげこども園,認定こども園運営、子育て支援センター,教育・習い事,○,○,×,,2,"【おむつ交換】1Fトイレ
【授乳】1F子育て支援室",お手洗いにオムツ交換台が合計2台あります。支援室に授乳スペースがあります。,354-0011,富士見市,富士見市大字水子2647-1,049-275-0138,049-275-0139,,7:00～19:00,12/28～1/3,http://fujimi-renge.com,
三郷中央におどりプラザ,公民館等,公共施設,○,○,○,給湯器・キッズトイレあり・手洗い場あり,1,キッズトイレ・ベビー休憩室(搾乳できます),"給湯器、おむつ交換台3つ、授乳できる場所2つ,キッズトイレもあり男性も入ることができますと表示あり。",341-0038,三郷市,三郷市中央1-14-2,048-948-7688,048-953-8700,,9:00～21:00,12/29～1/3(臨時に休館する場合あり),,お子様連れの男性もご利用できます。
毛呂山町立子育て支援センター,子育て支援拠点,教育・習い事,○,○,×,,2,【おむつ交換+授乳】支援センター(ゆずの里保育園併設),ベビーベッド、授乳室,350-0466,毛呂山町,入間郡毛呂山町平山1-47-2,049-294-4820,049-294-4820,hoiku@town.moroyama.lg.jp,9:00～16:00,土・日・祝日・年末年始,http://www.town.moroyama.saitama.jp/,
毛呂山町教育センター,教育センター,教育・習い事,○,×,×,,1,【おむつ交換】多目的トイレ,おむつ交換台,350-0451,毛呂山町,入間郡毛呂山町毛呂本郷7番地4,049-295-0622,049-295-8844,ksenter@town.moroyama.lg.jp,8:30～17:15,土・日・祝日・年末年始,http://www.town.moroyama.saitama.jp/,
東部鉄道　武州長瀬駅,鉄道事業,公共交通機関,○,×,×,,3,【おむつ交換】改札内多機能トイレ内,おむつ交換台,350-0462,毛呂山町,入間郡毛呂山町若山1-62-1,049-294-8228,,,始発～終電まで,無し,http://www.tobu.co.jp/,
毛呂山町児童館,児童館,教育・習い事,○,×,×,,1,【おむつ交換】館内,ベビーベッド,350-0433,毛呂山町,入間郡毛呂山町大字川角449番地4,049-295-4111,049-295-4111,mjidoukan@town.moroyama.lg.jp,9:30～12:00　13:00～17:30,日・月・祝日(子どもの日を除く)・5月6日・年末年始,https://www.town.moroyama.saitama.jp/kosodatesite/shisetsuwosagasu/jidokan/index.html,
新越谷ヴァリエ,小売業(駅ビル),買物,○,○,○,おむつ交換台、ベビーチェア、休憩スペース（浄水給湯器・子供用おむつボックスあり）、個室授乳スペースあります,11,"【おむつ替え】２階無印良品側女子トイレ、２階無印良品側男子トイレ、３階ABCマート側女子トイレ、３階ABCマート側男子トイレ、３階ABCマート側休憩スペース、４階女子トイレ、４階多目的トイレ、５階女子トイレ
【授乳】３階個室授乳スペース",２階無印良品側女子トイレ、２階無印良品側男子トイレ、３階ABCマート側女子トイレ、３階ABCマート側男子トイレ、４階女子トイレ、４階男子トイレ、５階女子トイレ・５階男子トイレにベビーチェアを設置,343-0845,越谷市,越谷市南越谷1-11-4,048-989-9955,,,10:00～21:00、11:00～23:00(レストラン)※一部店舗を除く,不定休,http://www.tobu-varie.com/shinkoshi/,"東武スカイツリーライン新越谷駅直結の施設です。
1階越谷市子育てサロン
https://www.saitama-support.jp/map/search/detail/16460#t
には、授乳用ソファー・おむつ交換台がございます。"
草加ヴァリエ,小売業(駅ビル),買物,○,○,○,調乳用温水器、エンジェルチェア、ベビーキープ,2,"【おむつ替え】VARIE2男子・女子トイレ、VARIE2授乳室
【授乳】VARIE2授乳室","授乳室には、おむつ交換台・調乳用温水器・エンジェルチェア・サイドテーブルを設置。
VARIE2男子・女子・多目的トイレにベビーキープを設置。",340-0034,草加市,草加市氷川町1970,048-922-8960,,,10:00～21:00　※一部店舗を除く,不定休,http://www.tobu-varie.com/soka/,東武スカイツリーライン草加駅直結の施設です。
エキア志木,小売業(駅ビル),買物,○,×,○,ベビーキープ,1,【おむつ替え】3階女子トイレ,2階男子・女子トイレにベビーキープを設置。,352-0001,新座市,新座市東北2-38-10,048-473-1991,,,10:00～21:00、11:00～23:00(レストラン)※一部店舗を除く,年中無休,http://www.tobu-equia.com/kawagoe/index.html,東武東上線志木駅直結の施設です。
エキア川越,小売業(駅ビル),買物,○,×,○,ベビーキープ,1,【おむつ替え】3階女子トイレ,3階男子・女子トイレにベビーキープを設置。,350-1122,川越市,川越市脇田町24-9,049-226-6343,,,10:00～21:00、11:00～22:00(レストラン)※一部店舗を除く,年中無休,http://www.tobu-equia.com/shiki/index.html,東武東上線川越駅直結の施設です。
上尾市図書館　平方分館,図書館,公共施設,○,×,×,ベビーベット,1,【おむつ交換】女子トイレ前,ベビーベット,362-0059,上尾市,上尾市平方4354-2,048-781-6800,,,10:00～17:00,月曜日(祝日を除く)・年末年始・図書整理期間,https://www.city.ageo.lg.jp/site/library/,平方東小学校の敷地内にあります。
原市駅公衆トイレ,公衆トイレ,その他,○,×,×,,1,【おむつ交換】多機能トイレ,おむつ交換台あり,362-0024,上尾市,上尾市五番町25番5の一部,,,,24H,無,,
沼南駅前公衆トイレ,公衆トイレ,その他,○,×,×,,1,【おむつ交換】多機能トイレ,おむつ交換台あり,362-0021,上尾市,上尾市大字原市字11番耕地1865番51の一部、2255番7,,,,24H,無,,
イコス上尾,文化施設,公共施設,○,×,×,,2,【おむつ交換】2・3階　身障者用トイレ,トイレ内におむつ交換台,362-0011,上尾市,上尾市大字平塚951番地2,048-772-1611,048-772-1614,,9:00～22:00,毎週月曜日(祝日の場合は翌平日)、年末年始休暇(12/28～1/4),https://www.city.ageo.lg.jp/page/4-ikosu.html,
白ばら学園こどもの家にこにこひろば,保育所,公共施設,○,×,×,,1,【おむつ交換】1階大人用トイレ,"大人用トイレ内におむつ交換台
お子様用の椅子",362-0064,上尾市,小敷谷1027-28,048-780-7222,048-780-7221,ou39149ju21@coast.ocn.ne.jp,9:00-12:0013:00-15:00,土曜・日曜・年末年始・お盆期間,https://oujukai.net/,
瓦葺ふれあい広場,公共施設,公共施設,○,○,×,,2,"【おむつ交換】多目的トイレ
【おむつ交換+授乳】授乳室(授乳できます)",授乳室におむつ交換台もあります。,362-0022,上尾市,埼玉県上尾市大字瓦葺103番地1 ,048-722-7563 ,048-722-7563 ,,午前9時～午後9時 ,12月29日～1月3日,http://www.city.ageo.lg.jp/page/kawarabuki-fureaihihiroba.html,芝生広場、体育室、活動室があります。
社会福祉法人　和みの会ゆうゆうくじら保育園,保育園,教育・習い事,○,○,×,,3,"【おむつ交換】1階多目的トイレ、別館2階女子トイレ
【授乳】子育て支援センター内授乳室","トイレ内におむつ交換台
子育て支援センター内には、おむつ交換シート",362-0021,上尾市,上尾市原市3870-1,048-721-3781,048-721-3901,info@yuyukujira.com,9:30～16:30,日曜・祝日、年末年始(12/29～1/3)、その他メンテナンスで必要とする日,http://www.yuyukujira.com/,保育園併設の子育て支援センターです。
ころぽっくる保育園　りらのひろば,保育園,教育・習い事,○,○,×,,2,"【おむつ交換】1階だれでもトイレ
【おむつ交換+授乳】1階子育て支援室",1階だれでもトイレ内におむつ交換台、1階子育て支援センターに授乳用パーテーション・おむつ交換台,362-0063,上尾市,上尾市小泉5-7-4,048-771-3571,048-771-3740,info@koropokkur.jp,8:30～13:30,日曜・祝日、年末年始(12/29～1/3)、その他メンテナンスで必要とする日,https://www.koropokkur.jp/childcare/support.html,バリアフリーの施設でだれでもご利用いただけます。
カオルキッズランド中妻園 子育て支援センター,子育て支援,教育・習い事,○,○,×,併設の保育園内に授乳用スペース有,2,"【おむつ交換】2階子育て支援センタートイレ
【授乳】2階一時保育室",,362-0072,上尾市,上尾市中妻5-28-1,048-779-2258,048-779-2257,nakaduma@kaorukids.Jp,9:00～16:00,日曜・祝日、年末年始(12/29～1/3)、その他メンテナンスで必要とする日,http://www.kaorukids.Jp/,
さいたま新都心コクーンシティ住宅展示場,住宅展示場,住宅,○,○,○,ベビーチェア,2,"【おむつ替え・授乳】インフォメーション内      【おむつ替え】第3女子トイレ
【ベビーチェア】インフォメーション内女子トイレ&男子トイレ、第2女子トイレ",インフォメーション、第3女子トイレにはおむつ交換台、インフォメーション内には授乳室もあります。設備は清潔を保ち、安心してご利用いただけます。,330-0843,さいたま市大宮区,さいたま市大宮区吉敷町4-264-1　,048-643-7115,048-643-7116,,10:00～18:00,年末年始,http://www.habita21.com/showroom/saitama/,"子育て中のご家族も安心してご来展頂ける住宅展示場です。
ご来場おまちしております。"
春日部住宅展示場,住宅展示場,住宅,○,×,○,ベビーチェア,2,"【おむつ替え】女子トイレ、
センターハウス内
【ベビーチェア】女子トイレ","女子トイレ、センターハウ
ス内にもおむつ交換台
があります。",344-0065,春日部市,春日部市谷原2-2-6,048-763-0800,048-755-2442,,10:00～18:00,年末年始,http://www.habita21.com/showroom/kasukabe/,"子育て中のご家族も安心してご来展頂ける住宅展示場です。
ご来場おまちしております。"
戸田公園住宅展示場,住宅展示場,住宅,○,×,○,ベビーチェア,1,"【おむつ替え】多目的トイレ
【ベビーチェア】多目的トイレ",多目的トイレにおむつ交換台、ごみ箱設置。お子様が座るいすも設置。,335-0023,戸田市,戸田市本町5-14-1,048-445-4441,048-445-4443,,10:00～18:00,年末年始,http://www.habita21.com/showroom/toda/,"子育て中のご家族も安心してご来展頂ける住宅展示場です。
ご来場おまちしております。"
越谷レイクタウン住宅展示場,住宅展示場,住宅,○,○,○,ベビーチェア,2,"【おむつ替え】みんなのトイレ
【おむつ替え・授乳】センターハウス授乳室
【ベビーチェア】みんなのトイレ","みんなのトイレには
ベビーチェアとオムツ交換台があります。",343-0828,越谷市,越谷レイクタウン8-12-11,048-999-6117,048-999-6176,,10:00～18:00,年末年始,http://www.habita21.com/showroom/koshigaya-laketown/,"子育て中のご家族も安心してご来展頂ける住宅展示場です。
ご来場おまちしております。"
東越谷第一公園,公園,公園,○,×,×,,1,【おむつ交換】多機能トイレ内,,343-0023,越谷市,越谷市東越谷2-5,048-963-9225,048-965-0948,,24時間,,https://www.city.koshigaya.saitama.jp/index.html,
越谷市日本文化伝承の館こしがや能楽堂,文化会館,公共施設,○,×,×,,1,【おむつ交換】多目的トイレ,,343-0015,越谷市,越谷市花田6-6-1,048-964-8700,048-964-8622,koshigaya-nohgakudo@ace.ocn.ne.jp,9:00～21:30,毎週水曜日、年末年始(12/29～1/3),https://nohgakudou.kosi-kanri.com/,県内唯一の屋外能舞台を持つ施設です。館内は、無料で見学することができます。
春日部市保健センター,保健センター,公共施設,○,○,×,,2,"【おむつ替え+授乳】6階女子トイレ内授乳用個室(搾乳できます)
【おむつ替え】6階多目的トイレ、男子トイレ","女子トイレ内にオムツ交換台付き授乳用個室2室、
多目的トイレ・男子トイレにオムツ交換台が各1台設置してあります。",334-0064,春日部市,春日部市南1丁目1番地7　　東部地域振興ふれあい拠点施設「ふれあいキューブ」6階,048-736-6778,,,8:30～17:15,祝日、年末年始,,
市民活動センター「ぽぽら春日部」,市民活動センター,公共施設,○,○,×,,1,【おむつ替え+授乳】4階女子トイレ内授乳室(搾乳できます),4階女子トイレ内に授乳室があります。,344-0064,春日部市,春日部市南1丁目1番地7　　東部地域振興ふれあい拠点施設「ふれあいキューブ」4階,048-731-3550,,,9:00～21:30,年末年始,,
